LAND SQUARE FEET,GROSS SQUARE FEET, SALE PRICE 
1900,2035,730000
4000,2192,730000
3000,2244,730000
2500,2248,730000
4000,2416,730000
2500,2669,730000
4050,2750,730000
2516,2264,731300
2500,1640,732000
5000,1700,732000
3267,2223,732122
2185,1344,732500
5564,2164,732500
6000,970,733000
4000,1118,733000
3623,3042,733000
2000,3120,733000
3670,3642,733000
3403,1234,733014
1400,2400,733140
6150,2664,734000
2000,1520,734500
2600,1116,735000
2000,1160,735000
2600,1188,735000
2700,1188,735000
4000,1288,735000
3500,1380,735000
5000,1428,735000
1900,1464,735000
2459,1464,735000
2700,1518,735000
1700,1600,735000
2000,1600,735000
3400,1646,735000
1760,1648,735000
2200,1648,735000
3000,1736,735000
2210,1772,735000
4000,1776,735000
1900,1836,735000
2800,1932,735000
4000,1932,735000
2908,1984,735000
2500,2000,735000
2502,2064,735000
6000,2192,735000
2000,3120,735000
1703,1300,736000
1694,1408,736849
2470,1680,737000
6000,1628,737242
2000,1232,737474
2500,1328,737500
10614,2860,737500
2340,1110,738000
1800,1188,738000
1400,2400,738231
2900,870,738500
1800,1504,738800
2700,1296,738888
4000,1159,739000
3185,1272,739000
4000,1700,739000
3700,1716,739000
3080,1120,739800
1720,2227,739999
4000,840,740000
2300,921,740000
4000,945,740000
1888,1020,740000
6000,1095,740000
2600,1116,740000
4300,1139,740000
1760,1140,740000
2000,1146,740000
6000,1170,740000
2105,1200,740000
2400,1232,740000
2400,1300,740000
2000,1346,740000
1900,1368,740000
3500,1400,740000
3100,1424,740000
2000,1466,740000
3000,1600,740000
2850,1630,740000
2523,1744,740000
3102,1764,740000
4800,1776,740000
4000,1788,740000
3003,1824,740000
2755,1920,740000
11250,1952,740000
2158,2008,740000
3100,2099,740000
2500,2140,740000
4746,2300,740000
3942,2340,740000
5773,2728,740000
3714,3093,740000
3778,2997,742000
4000,1296,742500
2000,1600,742500
1600,960,743000
1823,1065,743000
1800,1224,743000
2042,1420,743000
5000,1876,743000
4200,1417,743323
1400,2400,743323
1400,2400,743323
2786,2976,743500
4000,1218,743800
2537,1024,745000
2017,1088,745000
4961,1144,745000
3531,1181,745000
3142,1316,745000
2400,1352,745000
1822,1444,745000
3680,1520,745000
2100,1536,745000
2500,1590,745000
2500,1600,745000
4000,1922,745000
3250,1932,745000
5134,2042,745000
6000,2229,745000
1604,2520,745000
1800,1224,746000
2135,1219,747000
4000,1418,747000
2392,912,747500
1944,1629,747500
1800,1224,748000
4000,1310,748000
1387,1338,748000
2200,1669,748000
2500,1702,748000
2500,2356,748000
1900,2400,748500
2500,1720,748888
2596,2238,748888
12400,792,749000
1600,1152,749000
2600,1248,749000
4000,1626,749000
5000,1900,749000
4442,2068,749000
2992,880,750000
1200,950,750000
4000,988,750000
1995,992,750000
1693,1024,750000
4000,1050,750000
4000,1050,750000
4000,1101,750000
2742,1122,750000
4800,1140,750000
2300,1152,750000
2003,1184,750000
2625,1188,750000
4000,1210,750000
3000,1234,750000
4242,1248,750000
3200,1276,750000
3747,1280,750000
2000,1305,750000
4142,1315,750000
2000,1320,750000
1800,1356,750000
1800,1356,750000
2000,1360,750000
3500,1372,750000
4763,1372,750000
2425,1376,750000
862,1400,750000
2500,1404,750000
3125,1406,750000
2000,1420,750000
2000,1424,750000
2500,1428,750000
1627,1472,750000
2442,1484,750000
4000,1502,750000
1900,1536,750000
2500,1536,750000
3150,1546,750000
3000,1575,750000
3042,1576,750000
5100,1580,750000
2500,1600,750000
2660,1600,750000
3600,1600,750000
2300,1628,750000
2376,1628,750000
2000,1632,750000
2433,1632,750000
7015,1638,750000
6000,1650,750000
2500,1664,750000
2800,1664,750000
3800,1666,750000
3000,1689,750000
2500,1692,750000
2200,1694,750000
2634,1700,750000
2500,1704,750000
1944,1732,750000
5202,1768,750000
4037,1782,750000
1833,1800,750000
3400,1804,750000
2200,1812,750000
3100,1820,750000
4800,1850,750000
1922,1880,750000
1938,1880,750000
3200,1890,750000
3000,1908,750000
2325,1938,750000
2417,2040,750000
2800,2040,750000
4010,2080,750000
4000,2100,750000
5572,2100,750000
5000,2121,750000
1378,2122,750000
1600,2132,750000
2784,2132,750000
4000,2133,750000
4000,2140,750000
4000,2184,750000
4000,2200,750000
2825,2204,750000
2500,2231,750000
1765,2240,750000
3552,2250,750000
4200,2250,750000
5552,2250,750000
4000,2288,750000
4000,2300,750000
5025,2384,750000
2615,2411,750000
2000,2420,750000
2000,2450,750000
6050,2464,750000
3907,2506,750000
1815,2680,750000
3800,2700,750000
3162,2712,750000
4917,2746,750000
4312,2880,750000
2900,2920,750000
2025,3300,750000
15750,4272,750000
4000,4455,750000
2675,3000,750450
2000,952,750929
1800,1224,751000
2500,1632,751000
2000,2080,751000
2100,1632,751465
1800,1224,752000
2000,1410,752000
2400,1800,752000
4000,1094,752442
2000,1424,752500
2500,1638,752500
2925,2024,754000
4000,1692,754900
2760,1160,755000
2250,1224,755000
2250,1224,755000
1710,1260,755000
1900,1272,755000
2160,1280,755000
1592,1344,755000
8584,1344,755000
4000,1380,755000
2000,1480,755000
1800,1600,755000
2500,1600,755000
1403,1640,755000
2000,1700,755000
2697,1800,755000
3415,1800,755000
2017,2006,755000
2700,2070,755000
2446,2240,755000
4000,2288,755000
8000,2495,755000
3300,1650,756000
2786,2976,756000
2000,1400,757000
4237,2300,757000
718,1360,758000
1800,1400,758000
3025,2106,758500
1600,1232,759000
4000,820,760000
5025,936,760000
4000,944,760000
4000,1062,760000
1800,1072,760000
4320,1086,760000
1548,1116,760000
2511,1122,760000
5000,1125,760000
1800,1152,760000
2185,1152,760000
1700,1156,760000
3656,1166,760000
4000,1169,760000
3000,1208,760000
1842,1230,760000
4000,1232,760000
4442,1250,760000
3427,1296,760000
2000,1308,760000
1900,1368,760000
1967,1368,760000
2523,1404,760000
1050,1440,760000
4000,1440,760000
2500,1472,760000
2600,1476,760000
3000,1502,760000
6000,1535,760000
2000,1563,760000
3800,1566,760000
2142,1592,760000
2000,1600,760000
1800,1620,760000
2500,1692,760000
3310,1716,760000
3517,1720,760000
6494,1722,760000
3869,1744,760000
1672,1828,760000
2800,1830,760000
3971,1841,760000
2500,1880,760000
1985,1884,760000
5000,1910,760000
4000,2112,760000
2258,2128,760000
4100,2200,760000
4200,2376,760000
4000,2500,760000
1967,2622,760000
5800,3138,760000
2188,3400,760000
2400,3466,760000
2425,896,762000
4000,1440,763000
1879,2620,763000
2500,6375,763000
2600,1344,763500
4100,1032,763688
4360,1490,763688
2079,1728,763688
1677,2205,763939
1800,1782,764888
3128,1040,765000
4000,1053,765000
2600,1116,765000
2000,1124,765000
5000,1125,765000
1710,1224,765000
1800,1224,765000
2367,1246,765000
4150,1302,765000
2000,1308,765000
1924,1324,765000
1900,1344,765000
2242,1367,765000
4200,1422,765000
2000,1440,765000
2100,1440,765000
2500,1496,765000
5700,1518,765000
2500,1600,765000
3125,1601,765000
2400,1720,765000
2555,1750,765000
1840,1819,765000
2800,1943,765000
2500,1990,765000
2450,2020,765000
4003,2024,765000
4467,2100,765000
2400,2144,765000
4000,2184,765000
4000,2274,765000
5000,2754,765000
2500,3000,765000
3000,1908,767350
1385,1152,767500
2560,1056,768000
3713,1720,768000
4150,2500,769000
5250,2696,769000
2500,2920,769000
2800,1632,769999
3354,1152,770000
1775,1156,770000
4000,1169,770000
1800,1176,770000
1359,1188,770000
2700,1188,770000
1440,1248,770000
2280,1248,770000
1900,1254,770000
2500,1264,770000
2000,1280,770000
2642,1296,770000
4100,1297,770000
1639,1317,770000
2400,1328,770000
3998,1340,770000
1582,1494,770000
5700,1588,770000
4000,1603,770000
1800,1683,770000
1800,1732,770000
1800,1782,770000
2500,1792,770000
1958,1805,770000
3000,1812,770000
1955,1831,770000
2883,1831,770000
4280,1960,770000
4000,1996,770000
2100,2184,770000
2500,2280,770000
2523,2470,770000
1950,2843,770000
4760,2160,770833
4037,2647,771193
2000,1348,771874
2200,879,772000
2800,1032,772000
2950,1220,772000
1782,1188,772500
3000,2310,772500
4400,945,773000
1600,1160,773000
2800,1826,773800
1290,1702,773870
3072,2116,773914
2875,926,775000
4900,928,775000
4158,1050,775000
2520,1056,775000
4770,1078,775000
1888,1080,775000
5000,1115,775000
1642,1152,775000
1860,1280,775000
2593,1296,775000
5517,1308,775000
2617,1320,775000
1900,1328,775000
2304,1330,775000
2000,1344,775000
1900,1360,775000
3000,1420,775000
3200,1434,775000
2042,1520,775000
3000,1536,775000
2100,1582,775000
1687,1728,775000
2500,1740,775000
4967,1786,775000
6600,1824,775000
1476,1836,775000
1487,1840,775000
1482,1872,775000
1800,1920,775000
7526,1944,775000
3360,1948,775000
2000,1980,775000
4000,2040,775000
3592,2100,775000
4000,2108,775000
4000,2120,775000
3803,2140,775000
2645,2290,775000
2645,2290,775000
4000,2366,775000
1707,2444,775000
1710,2448,775000
5000,2700,775000
4300,2785,775000
2090,2920,775000
1762,3300,775000
3605,3571,775000
2500,1584,775777
2522,1122,776556
2500,1868,777000
3500,2133,777000
4000,1075,778000
2600,1260,778000
2650,1260,778000
2600,1404,778000
1640,1520,778961
3895,1125,779000
1209,1812,779000
2500,1990,779000
3800,1550,779889
4000,754,780000
2948,880,780000
3200,1000,780000
1888,1080,780000
2842,1084,780000
3750,1152,780000
6000,1178,780000
3117,1214,780000
6888,1222,780000
1800,1224,780000
2750,1224,780000
4559,1248,780000
2000,1284,780000
2600,1296,780000
4000,1300,780000
1639,1317,780000
2065,1328,780000
2330,1336,780000
4000,1340,780000
1953,1360,780000
2500,1364,780000
1902,1444,780000
2000,1480,780000
4200,1498,780000
3157,1500,780000
2000,1512,780000
2600,1512,780000
4000,1540,780000
4000,1542,780000
1900,1560,780000
2760,1594,780000
1833,1640,780000
3000,1640,780000
2523,1662,780000
2500,1682,780000
1818,1683,780000
2242,1824,780000
2185,1853,780000
2604,1864,780000
1973,1880,780000
2938,1944,780000
2500,2000,780000
3500,2000,780000
4000,2014,780000
2042,2028,780000
7125,2035,780000
3125,2144,780000
4000,2200,780000
4000,2231,780000
3267,2394,780000
2300,2480,780000
4250,2496,780000
2000,2720,780000
1563,3000,780000
2000,3439,780000
4033,2088,780750
3000,1296,782500
1800,1080,783000
4000,2651,783000
3827,1536,783700
1600,1183,785000
2500,1216,785000
1800,1308,785000
2642,1328,785000
4000,1344,785000
3800,1456,785000
2525,1488,785000
8742,1518,785000
4000,1564,785000
2500,1570,785000
1500,1632,785000
2445,1810,785000
2000,1880,785000
2500,1891,785000
3142,1900,785000
2200,1920,785000
2000,2080,785000
4033,2158,785000
2500,2168,785000
5442,2170,785000
4280,2173,785000
3260,2240,785000
4040,2268,785000
4305,2355,785000
4000,2409,785000
10000,3264,785000
1850,1408,786000
2700,1224,786900
2000,1520,787000
1700,1462,788000
1800,1464,788000
3264,2000,788000
2325,2400,788000
4000,1200,789000
1800,1260,789000
2655,1326,789000
3000,1360,789000
4000,1652,789000
1800,1665,789000
2750,2020,789000
4000,2496,789000
1800,1896,789500
3420,2142,789500
1888,1702,789888
2350,1056,790000
4000,1152,790000
4000,1196,790000
1800,1224,790000
2375,1224,790000
4000,1251,790000
6000,1254,790000
2342,1288,790000
4142,1295,790000
1800,1296,790000
4000,1320,790000
2500,1360,790000
2500,1488,790000
2465,1496,790000
5550,1509,790000
2000,1520,790000
2000,1558,790000
2000,1560,790000
3530,1560,790000
1620,1580,790000
3500,1584,790000
2893,1608,790000
2500,1618,790000
2200,1673,790000
3000,1680,790000
2000,1850,790000
3100,1930,790000
3480,1938,790000
1440,1960,790000
3886,1970,790000
4000,2112,790000
2072,2220,790000
2258,2298,790000
3072,2344,790000
6000,2632,790000
2000,1880,790162
1800,1224,791000
5000,1087,791700
3405,2255,792000
2800,1796,792987
3400,1545,794235
4962,950,795000
1742,1184,795000
4950,1344,795000
1800,1350,795000
3000,1368,795000
2000,1520,795000
2872,1556,795000
1800,1683,795000
2000,1780,795000
2375,1800,795000
5000,1800,795000
6600,1800,795000
1820,1832,795000
2048,1865,795000
2000,1918,795000
4000,2164,795000
7500,2200,795000
2000,2320,795000
3950,2330,795000
3887,2955,795000
2200,956,796000
6987,2000,796000
2700,1440,797000
5000,2500,797000
3440,990,798000
3998,1340,798000
3750,1920,798000
2945,2200,798250
4000,696,799000
2342,1000,799000
4000,1102,799000
4370,1120,799000
1899,1184,799000
2500,1248,799000
4000,1712,799000
3800,1760,799000
4000,2024,799000
4069,2074,799000
2500,2390,799000
2600,1764,799500
6242,1924,799870
2200,940,800000
4100,1038,800000
2521,1066,800000
2800,1080,800000
3990,1095,800000
2500,1110,800000
5360,1118,800000
4000,1120,800000
3618,1124,800000
4042,1136,800000
4578,1144,800000
5625,1144,800000
4500,1170,800000
4000,1175,800000
2593,1188,800000
4465,1192,800000
5706,1196,800000
4160,1212,800000
4180,1222,800000
2700,1224,800000
2408,1248,800000
2008,1280,800000
2342,1288,800000
2500,1320,800000
4000,1324,800000
1600,1344,800000
5699,1350,800000
1900,1360,800000
2000,1360,800000
4200,1360,800000
5000,1364,800000
2500,1368,800000
2000,1400,800000
2000,1400,800000
5000,1428,800000
4000,1444,800000
5000,1480,800000
6000,1517,800000
2000,1520,800000
2400,1552,800000
2222,1560,800000
2152,1575,800000
3870,1576,800000
2000,1584,800000
2400,1584,800000
3800,1592,800000
1917,1598,800000
2660,1600,800000
1942,1608,800000
2600,1672,800000
2317,1680,800000
7000,1696,800000
2500,1718,800000
3641,1718,800000
2000,1720,800000
1800,1782,800000
2364,1820,800000
4265,1844,800000
1800,1856,800000
2400,1904,800000
5000,1911,800000
3000,1912,800000
1765,1944,800000
4000,1960,800000
1742,1980,800000
2200,1980,800000
2274,1994,800000
2017,2000,800000
2463,2000,800000
2430,2020,800000
4000,2040,800000
4600,2060,800000
3000,2066,800000
3300,2075,800000
1750,2100,800000
5486,2132,800000
4800,2140,800000
4100,2184,800000
2250,2200,800000
2600,2200,800000
5120,2200,800000
3100,2208,800000
3800,2230,800000
2523,2232,800000
4373,2250,800000
2000,2256,800000
4000,2256,800000
3006,2273,800000
5100,2300,800000
4000,2325,800000
4000,2380,800000
2200,2384,800000
4000,2399,800000
2216,2415,800000
4450,2430,800000
4880,2444,800000
2080,2480,800000
4280,2496,800000
5046,2500,800000
2750,2520,800000
4000,2570,800000
2375,2595,800000
7447,2657,800000
3000,2685,800000
1606,2940,800000
3232,3078,800000
2000,3420,800000
5316,3484,800000
2274,3564,800000
2500,3900,800000
2658,4590,800000
5000,4700,800000
4000,1210,801000
3880,1872,801000
1640,3120,801000
6000,4414,801000
4000,836,802500
2125,2338,802500
2394,1830,803000
2500,1216,803750
3750,1224,804000
2500,2100,804418
4025,1182,805000
3840,1200,805000
7000,1208,805000
1800,1224,805000
3021,1296,805000
3800,1449,805000
2180,1472,805000
4500,1488,805000
4000,1534,805000
2650,1668,805000
2000,1940,805000
4000,1940,805000
3245,1944,805000
2500,1972,805000
4000,1980,805000
2000,2035,805000
4000,2378,805000
3910,2481,805000
1880,3000,805600
2000,1596,807000
1620,1080,808000
2232,1224,808000
2842,1368,808000
4000,1604,808000
2175,1632,808000
3000,1800,808000
1863,2096,808000
2660,1290,810000
1800,1296,810000
2178,1296,810000
2000,1308,810000
3820,1356,810000
2100,1360,810000
2500,1395,810000
2000,1440,810000
2000,1505,810000
4000,1510,810000
3325,1518,810000
4325,1584,810000
4000,1600,810000
3000,1630,810000
2554,1632,810000
1800,1665,810000
2870,1667,810000
4000,1698,810000
4800,1722,810000
5000,1780,810000
1442,1782,810000
2325,1782,810000
3000,1816,810000
4800,1935,810000
7500,1992,810000
3000,2024,810000
2850,2040,810000
1773,2090,810000
2100,2392,810000
5100,2463,810000
4000,2750,810000
1745,2820,810000
2900,2846,810000
4000,2990,810000
1700,1156,812000
2000,1312,812000
1955,1831,812000
2000,1920,812617
1800,1296,813000
4000,1652,813000
2042,1920,813655
2500,1384,814000
2635,1703,814600
2674,1786,814600
1400,2400,814600
2142,918,815000
2300,1122,815000
8142,1188,815000
2000,1200,815000
1825,1224,815000
1800,1260,815000
2200,1332,815000
2000,1344,815000
4715,1352,815000
4000,1500,815000
2300,1519,815000
3800,1536,815000
3045,1606,815000
4000,1608,815000
4000,1767,815000
2600,1880,815000
3700,1880,815000
1755,1881,815000
1680,1925,815000
3591,2062,815000
2500,2112,815000
2697,2304,815000
3500,2392,815000
2000,2750,815000
2500,700,815241
4000,1952,816000
3395,1260,817000
1500,900,818000
2150,1224,818000
2000,1440,818000
918,1377,819000
2000,1520,819000
2500,1784,819000
2798,1860,819000
4000,1040,820000
4030,1074,820000
3000,1116,820000
3325,1152,820000
1800,1176,820000
3800,1220,820000
1800,1224,820000
3825,1260,820000
2000,1280,820000
2200,1295,820000
6000,1295,820000
4654,1296,820000
2525,1328,820000
5000,1328,820000
4000,1376,820000
2083,1408,820000
1845,1522,820000
2506,1564,820000
2660,1595,820000
1900,1600,820000
3325,1608,820000
2200,1673,820000
5107,1746,820000
1632,1782,820000
4732,1806,820000
2580,1833,820000
2608,1876,820000
2761,1901,820000
2993,1920,820000
2325,1938,820000
2060,1990,820000
2136,2124,820000
2248,2208,820000
990,2268,820000
2240,2280,820000
4000,2304,820000
6022,2513,820000
2000,2536,820000
2500,2750,820000
1845,2800,820000
8000,3390,820000
2800,1280,820500
2000,1235,821000
2000,1340,821000
2625,1188,822000
4000,2418,822000
2150,1680,823250
2521,1456,824000
2000,2700,824000
1892,1376,824639
2500,3092,824783
2432,1080,825000
4100,1080,825000
3157,1121,825000
6000,1170,825000
3564,1200,825000
1710,1224,825000
1800,1224,825000
2000,1284,825000
1800,1296,825000
6000,1300,825000
3800,1304,825000
2000,1344,825000
3450,1440,825000
4000,1485,825000
1476,1584,825000
4000,1628,825000
3300,1752,825000
4500,1782,825000
1704,1828,825000
4739,1894,825000
4000,1900,825000
3100,1936,825000
4000,2025,825000
2417,2026,825000
2521,2097,825000
4000,2101,825000
2975,2163,825000
3800,2250,825000
6000,2276,825000
2128,2280,825000
4000,2362,825000
4000,2444,825000
5066,2450,825000
4164,2488,825000
2576,2640,825000
2500,2736,825000
1936,2800,825000
4470,2904,825000
6996,2972,825000
6660,3224,825000
2500,2055,826000
2325,2500,826000
2174,2772,826000
2550,1950,827000
2000,1600,827500
2458,1992,828000
4875,1128,829000
1842,2008,829000
3800,820,830000
4000,1000,830000
4000,1150,830000
5706,1182,830000
1800,1204,830000
2418,1220,830000
1800,1224,830000
1942,1266,830000
4000,1286,830000
4000,1296,830000
4000,1304,830000
1900,1330,830000
1800,1332,830000
2500,1424,830000
3000,1440,830000
4000,1450,830000
2296,1480,830000
2500,1524,830000
2200,1528,830000
4200,1529,830000
1800,1593,830000
2300,1683,830000
4000,1688,830000
4000,1721,830000
2159,1748,830000
1800,1782,830000
1800,1831,830000
2944,1880,830000
3300,1886,830000
2320,1920,830000
3000,1960,830000
2400,1980,830000
2400,2016,830000
1942,2028,830000
1800,2035,830000
3650,2156,830000
2297,2280,830000
2304,2304,830000
3125,2318,830000
5000,2346,830000
2358,2480,830000
2500,2500,830000
5000,2520,830000
2167,2772,830000
2500,3125,830000
3125,3480,830000
3500,1890,830684
6600,2206,831000
2000,1360,832000
2500,2000,832100
3000,1600,832704
4800,1169,834000
3024,1224,834000
4000,1104,835000
1800,1152,835000
3800,1369,835000
1758,1487,835000
3000,1526,835000
3800,1526,835000
3000,1545,835000
1700,1627,835000
3000,1640,835000
4000,1656,835000
5100,1668,835000
2500,1856,835000
2500,1912,835000
3465,1944,835000
3264,1955,835000
2600,1974,835000
2500,2064,835000
5000,2072,835000
2000,2080,835000
2000,2080,835000
3515,2082,835000
4000,2093,835000
3300,2640,835000
5000,2812,835000
2135,2905,835000
2000,1915,835500
5500,1164,836000
3000,1648,836961
1955,1831,837000
1765,1920,837000
1913,2800,837000
4935,2100,837500
4000,1152,837800
2542,938,838000
4120,1144,838000
2142,1152,838000
2300,1224,838000
2600,1692,838000
2900,1806,838000
1713,1925,838500
4000,1105,838888
5204,1756,838900
1900,1560,839000
2406,1640,839000
1710,1732,839000
4000,1988,839000
3500,2100,839000
3060,2184,839000
1980,1584,839900
2800,1665,839900
4100,835,840000
2100,882,840000
2700,918,840000
2090,1088,840000
4000,1148,840000
3842,1248,840000
4000,1352,840000
3960,1365,840000
1900,1368,840000
2500,1400,840000
3000,1408,840000
3900,1452,840000
4261,1456,840000
5120,1492,840000
4000,1496,840000
2000,1544,840000
7854,1552,840000
4000,1572,840000
2000,1600,840000
2000,1606,840000
3645,1638,840000
2500,1749,840000
1752,1782,840000
2587,1833,840000
1917,1901,840000
2800,1932,840000
8000,1946,840000
3842,1976,840000
2280,1995,840000
2000,2035,840000
5000,2048,840000
2018,2080,840000
4000,2097,840000
1858,2108,840000
2000,2132,840000
4000,2208,840000
2042,2320,840000
3300,2352,840000
3900,2500,840000
2523,2530,840000
3248,3069,840000
4200,3480,840000
3500,4236,840000
1880,2750,840056
4300,2953,840056
2225,1332,841888
4000,1299,842000
2200,1832,842000
3880,1080,843000
4000,1200,843000
2335,1216,843000
1827,1368,843000
4500,1380,843000
1800,1836,843000
2400,2000,843000
2361,2240,844551
3952,2250,844901
5560,936,845000
2642,938,845000
4398,946,845000
4000,1068,845000
1942,1200,845000
3595,1296,845000
2000,1330,845000
2500,1368,845000
4000,1552,845000
2500,1630,845000
4000,1634,845000
3270,1863,845000
2000,1908,845000
4000,1946,845000
2500,2016,845000
4720,2039,845000
3167,2060,845000
2017,2140,845000
2135,2184,845000
4000,2400,845000
4000,2400,845000
2478,1568,845148
6540,2623,846000
2100,1620,846500
4000,1548,847000
2500,931,848000
1899,1224,848000
2000,1280,848000
1893,1560,848000
2000,1560,848000
1700,1627,848000
4000,1656,848000
2400,1705,848000
3700,1915,848000
1800,2394,848000
2000,2772,848000
2000,1330,849000
2900,1412,849000
1060,1996,849000
4000,1495,849500
2700,638,850000
4320,1086,850000
5763,1093,850000
3990,1095,850000
4000,1104,850000
4000,1125,850000
1650,1128,850000
3800,1148,850000
1978,1188,850000
4685,1192,850000
3280,1221,850000
3800,1222,850000
3000,1224,850000
4063,1260,850000
3400,1268,850000
2008,1280,850000
3000,1280,850000
4000,1280,850000
2242,1288,850000
2399,1296,850000
3427,1296,850000
4000,1300,850000
3500,1332,850000
3000,1343,850000
3800,1364,850000
2500,1368,850000
2500,1376,850000
5000,1408,850000
1020,1432,850000
4000,1436,850000
2500,1458,850000
1612,1480,850000
2720,1480,850000
2000,1494,850000
4000,1501,850000
4000,1526,850000
2520,1528,850000
4000,1540,850000
2633,1568,850000
4000,1585,850000
4042,1588,850000
2500,1589,850000
1973,1598,850000
2469,1600,850000
4773,1604,850000
2900,1640,850000
2000,1660,850000
3733,1680,850000
3000,1700,850000
2000,1720,850000
3555,1754,850000
2345,1766,850000
4000,1778,850000
6000,1783,850000
1887,1788,850000
4000,1820,850000
1891,1824,850000
4000,1829,850000
1800,1831,850000
1800,1836,850000
2000,1848,850000
2000,1856,850000
1861,1860,850000
4000,1870,850000
3304,1889,850000
2070,1890,850000
2200,1904,850000
5000,1918,850000
2700,1944,850000
8009,1945,850000
4000,1960,850000
3444,1974,850000
4000,1984,850000
3000,2000,850000
2500,2024,850000
2000,2035,850000
2375,2052,850000
2500,2080,850000
5240,2084,850000
2017,2100,850000
2004,2106,850000
2260,2120,850000
3003,2162,850000
3920,2184,850000
1900,2200,850000
2020,2200,850000
3057,2206,850000
4000,2228,850000
4560,2252,850000
4000,2273,850000
3800,2303,850000
4100,2340,850000
3000,2346,850000
3900,2520,850000
4000,2524,850000
4300,2596,850000
6434,2600,850000
5063,3000,850000
2236,3018,850000
1762,3300,850000
2100,3441,850000
3810,3784,850000
6820,3975,850000
2599,4300,850000
4880,4800,850000
2200,3034,850030
3100,2000,851000
2000,2700,851790
1800,1732,852000
5050,925,853000
5600,1170,853000
5207,2424,853000
6875,3155,854000
3850,869,855000
2750,970,855000
4000,1180,855000
1800,1224,855000
3960,1296,855000
4150,1326,855000
2000,1504,855000
3000,1530,855000
5800,1650,855000
4000,1690,855000
2300,1717,855000
2000,1720,855000
2200,1760,855000
2417,1789,855000
3000,1920,855000
3100,1972,855000
5000,1972,855000
3500,1995,855000
2017,2000,855000
2000,2040,855000
4600,2070,855000
4000,2120,855000
4000,2248,855000
3600,2288,855000
1900,2300,855000
2600,2840,855000
1700,2214,855330
1700,2214,855330
1400,2400,855330
4000,1608,856000
3362,1300,858000
5000,1430,858000
3600,1713,858000
1818,1732,858000
1710,1702,858385
2588,2200,859000
3980,2231,859000
2500,1830,859999
2180,1204,860000
4000,1211,860000
4100,1248,860000
2342,1256,860000
2450,1290,860000
1800,1424,860000
2500,1440,860000
6000,1496,860000
1800,1512,860000
4000,1512,860000
3800,1518,860000
2520,1520,860000
1575,1530,860000
2500,1552,860000
1620,1580,860000
2000,1600,860000
4000,1600,860000
2820,1620,860000
3528,1638,860000
3000,1700,860000
1598,1728,860000
1800,1768,860000
2500,1776,860000
3576,1800,860000
4000,1900,860000
2996,1908,860000
7500,1931,860000
2000,1940,860000
3300,1968,860000
1800,1974,860000
2000,1975,860000
4000,1998,860000
4000,2000,860000
2017,2080,860000
4100,2084,860000
4000,2096,860000
3800,2114,860000
2000,2128,860000
1800,2141,860000
5000,2162,860000
1899,2200,860000
4142,2250,860000
2500,2300,860000
2808,2408,860000
5951,2444,860000
2400,2490,860000
4500,2499,860000
1968,2540,860000
4880,2712,860000
3258,2967,860000
2500,3570,860000
10000,5200,860000
4828,1562,860421
4500,1222,861000
1678,1190,862000
1600,1200,862000
3610,1464,862000
2248,1600,862000
2500,1296,862500
2200,1560,862500
2742,1620,862500
1911,1980,864000
3600,1234,864215
3000,1800,864686
1980,898,865000
4000,1045,865000
4000,1114,865000
3900,1188,865000
2317,1216,865000
2881,1400,865000
2070,1480,865000
4500,1486,865000
1700,1512,865000
5520,1523,865000
2100,1575,865000
2000,1580,865000
3713,1596,865000
1800,1660,865000
3400,1672,865000
2200,1774,865000
1800,1788,865000
2600,2040,865000
3900,2065,865000
3800,2256,865000
4000,2449,865000
4000,2595,865000
2500,2790,865000
2500,3592,865513
3800,1054,866000
5000,1276,866000
4000,3000,866000
3268,1932,866160
4000,3096,866169
1875,1314,867000
2100,2392,867500
4000,836,868000
3000,1282,868000
4000,1350,868000
3897,1552,868000
2100,1582,868000
4900,1626,868000
2200,1632,868000
3145,1192,868062
1900,2400,868800
2517,1736,868925
2000,1320,869000
4500,1647,869000
4000,2100,869000
8133,4006,869000
3325,2583,869500
5000,925,870000
3800,1004,870000
3897,1118,870000
4000,1196,870000
3888,1215,870000
4100,1248,870000
4000,1305,870000
1680,1392,870000
2100,1404,870000
4000,1404,870000
1800,1410,870000
2500,1440,870000
2500,1482,870000
2400,1504,870000
2030,1520,870000
3000,1528,870000
2044,1552,870000
4000,1575,870000
2922,1600,870000
1800,1633,870000
7300,1660,870000
4000,1672,870000
1960,1682,870000
2242,1696,870000
2800,1696,870000
2500,1698,870000
3440,1744,870000
2770,1782,870000
2200,1803,870000
4000,1829,870000
3736,1920,870000
2500,2050,870000
2500,2052,870000
2095,2068,870000
4000,2072,870000
2500,2169,870000
2260,2188,870000
2000,2240,870000
2142,2334,870000
4000,2407,870000
3800,2464,870000
4220,2600,870000
1670,2668,870000
1882,2820,870000
4275,3360,870000
1400,2400,870604
5633,1054,872000
4167,1435,872000
2188,1575,872000
2000,2035,872000
3375,2860,872000
4000,1344,872500
3200,1240,873000
4100,1320,873000
4000,2258,873000
6000,1554,873600
2500,1789,874000
2400,1704,874082
1742,952,875000
4000,1045,875000
4000,1175,875000
1879,1184,875000
3500,1250,875000
4000,1292,875000
2033,1320,875000
4000,1345,875000
2500,1400,875000
2070,1476,875000
1166,1500,875000
1750,1544,875000
2900,1592,875000
